WSJ1829:0	[Silicon Valley] :[/LOCATION] heaved a sigh of relief yesterday .
WSJ1624:52	Dealers said junk bond issues on average were up by 1\/4 to 1\/2 point with so-called quality issues from [RJR Capital Holdings Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [Petrolane Gas Service Limited Partnership] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] posting one-point gains .

WSJ1624:53	[Petrolane Gas Service] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's 13 % debentures traded at 102 , after trading around par earlier this week , and [RJR] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's 13 % subordinated debentures of 2001 were at 101 after trading at below par earlier this week .

WSJ1624:62	[New Jersey Turnpike Authority] :[/FACILITY] 's 7.20 % issue of 2018 was up 3\/8 at 98 bid to yield about 7.32 % , down 0.03 percentage point .

WSJ1624:63	The debt of some [California] :[/GPE,/GPE/STATE_PROVINCE] issuers pulled off lows reached after Tuesday 's massive earthquake , although traders said market participants remained cautious .

WSJ1624:64	[California] :[/GPE,/GPE/STATE_PROVINCE] expects to rely on federal emergency funds and its $ 1.06 billion in general fund reserves to meet the estimated $ 500 million to $ 1 billion in damages resulting from the quake , according to a state official .

WSJ1624:65	It 's also unclear precisely how the state will rebuild its reserve , said [Cindy Katz] :[/PERSON] , assistant director of [California] :[/GPE,/GPE/STATE_PROVINCE] 's department of finance , although she noted that a bond offering for that purpose is n't anticipated .

WSJ1624:67	The largest sale in the competitive arena was a $ 55.7 million issue of school financing bonds from the [Virginia Public School Authority] :[/ORGANIZATION] .

WSJ1624:70	Mortgage securities generally ended 6\/32 to 9\/32 point higher , but lagged gains in the Treasury market because of a shift in the shape of the [Treasury] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/GPE/CITY,/ORGANIZATION/GOVERNMENT,/LOCATION/REGION,/LOCATION,/LANGUAGE,/FACILITY/HIGHWAY_STREET,/PRODUCT,/PLANT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/WORK_OF_ART/BOOK,/ORGANIZATION,/EVENT,/GAME,/PRODUCT/WEAPON,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/LOCATION/RIVER,/PERSON,/FACILITY,/CONTACT_INFO,/CONTACT_INFO/url,/EVENT/HURRICANE,/FACILITY/ATTRACTION,/GPE/STATE_PROVINCE,/LAW,/PRODUCT/VEHICLE,/ORGANIZATION/POLITICAL,/ORGANIZATION/RELIGIOUS,/WORK_OF_ART/SONG] yield curve and rumored mortgage sales by thrifts .

WSJ1624:71	[Premium Government National Mortgage Association] :[/ORGANIZATION] securities with coupon rates of 13 % and higher actually declined amid concerns about increased prepayments because of a plan being considered by [Congress] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] to speed the refinancing of government-subsidized mortgages .

WSJ1624:72	[Ginnie Mae] :[/ORGANIZATION] 13 % securities were down about 1\/4 at 109 .

WSJ1624:73	If the refinancing plan clears [Congress] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] , there could be fairly heavy prepayments on the premium securities , hurting any investor paying much above par for them .

WSJ1624:74	In the current-coupon sector , a shift in the [Treasury] :[/ORGANIZATION] yield curve resulting from the better performance of long-dated issues over short-dated securities hurt major coupons because it will become more difficult to structure new derivative securities offerings .

WSJ1624:75	[Ginnie Mae] :[/ORGANIZATION] 9 % securities ended at 98 , up 9\/32 , and [Federal Home Loan Mortgage Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 9 % securities were at 97 , up 6\/32 .

WSJ1624:76	The [Ginnie Mae] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 9 % issue was yielding 9.42 % to a 12-year average life assumption , as the spread above the [Treasury] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] 10-year note widened 0.03 percentage point to 1.48 .

WSJ1624:77	While Remic issuance may slow in the coming days because of the shift in the [Treasury] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] yield curve , underwriters continued to crank out new real estate mortgage investment conduits structured when the yield curve was more favorable .

WSJ1624:78	Two new Remics totaling $ 900 million were announced by [Freddie Mac] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] yesterday .

WSJ1624:80	British government bonds ended little changed as investors awaited an economic policy address last night by Chancellor of the Exchequer [Nigel Lawson] :[/PERSON] .

WSJ1624:81	The [Treasury] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] 11 % bond due 2003\/2007 was down 2\/32 at 111 to yield 10.09 % , while the 11 % notes due 1991 were unchanged at 98 to yield 12.94 % .

WSJ1624:82	In [Japan] :[/GPE/COUNTRY,/GPE] , the bellwether No . 111 4.6 % bond of 1998 ended off 0.03 at 95.72 , to yield 5.32 % , and in [West Germany] :[/GPE,/GPE/CITY] , the 7 % benchmark issue due October 1999 ended 0.05 point lower at 99.85 to yield 7.02 % .

WSJ1353:0	[SHEVARDNADZE] :[/PERSON] ADMITTED that [Moscow] :[/GPE,/GPE/CITY] violated the 1972 [ABM treaty] :[/EVENT] .

WSJ1353:1	In a foreign-policy address before the Soviet legislature , the foreign minister conceded that the radar station in [Krasnoyarsk] :[/GPE,/GPE/CITY] breached the superpower [Anti-Ballistic Missile treaty] :[/EVENT] and said it would be dismantled .

WSJ1353:2	[Shevardnadze] :[/PERSON] said it took [Gorbachev] :[/PERSON] 's government four years to determine that the station 's location in [Siberia] :[/GPE] violated the accord , as Western arms-control officials have long contended .

WSJ1353:3	He also denounced [Moscow] :[/GPE,/GPE/CITY] 's nine-year involvement in the war in [Afghanistan] :[/EVENT] , saying it involved `` gross violations of ... civil norms and ethics . ''

WSJ1353:4	Secretary of [State] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] [Baker] :[/PERSON] , in his first major arms-control speech , called for a new military relationship with [Moscow] :[/GPE,/GPE/CITY] to reduce `` first strike '' nuclear arms .

WSJ1353:5	[BAY AREA] :[/PERSON] COMMUTERS BATTLED earthquake-related transportation snarls .

WSJ1353:6	Travelers crowded into subways , sat in traffic jams on major freeways or waited for buses in the rain , but the massive gridlock anticipated by officials in the [San Francisco Bay] :[/GPE,/GPE/CITY] area never materialized .

WSJ1353:7	As the death toll from last week 's temblor climbed to 61 , the condition of freeway survivor [Buck Helm] :[/WORK_OF_ART] , who spent four days trapped under rubble , improved , hospital officials said .

WSJ1353:9	The [House Appropriations Committee] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] approved a $ 2.85 billion aid package for the quake region , less than the $ 3.8 billion sought by [California] :[/GPE,/GPE/STATE_PROVINCE] officials .

WSJ1353:10	[Hungary] :[/GPE/COUNTRY,/GPE] declared itself a democracy and for the first time openly commemorated the anniversary of the 1956 anti-Stalinist uprising that was crushed by the [Soviet Union] :[/GPE/COUNTRY,/GPE] .

WSJ1353:11	A crowd estimated at 100,000 held a torch-lit march through [Budapest] :[/GPE,/GPE/CITY] as Acting President [Szuros] :[/PERSON] delivered a nationally televised address rejecting communist dominance .

WSJ1353:12	About 200,000 East Germans marched in [Leipzig] :[/LOCATION] and thousands more staged protests in three other cities in a fresh challenge to the Communist leadership to introduce democratic freedoms .

WSJ1353:13	In an [East Berlin] :[/GPE,/GPE/CITY] suburb , meanwhile , employees at an electronics plant formed an independent trade union called [Reform] :[/ORGANIZATION] , a worker spokesman said .

WSJ1353:14	[Atlantis] :[/GPE] landed at a desert air strip at [Edwards Air Force Base] , [Calif.] :[/GPE] , ending a five-day mission that dispatched the Jupiter-bound [Galileo] :[/LOCATION] space probe .

WSJ1353:15	The five astronauts returned to [Earth] :[/LOCATION] about three hours early because high winds had been predicted at the landing site .

WSJ1353:17	Explosions shook a [Phillips Petroleum Co.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] plastics plant near [Pasadena] :[/GPE,/GPE/CITY] , [Texas] :[/GPE,/GPE/STATE_PROVINCE] , hurling debris and causing a fire visible from 10 miles away .

WSJ1353:19	Parts of the [Houston Ship Channel] :[/ORGANIZATION] were closed .

WSJ1353:20	The [White House] :[/ORGANIZATION/MUSEUM,/ORGANIZATION] said [Bush] :[/PERSON] is conferring with leaders of the [Senate Intelligence Committee] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] to ease differences over guidelines for [CIA] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] agents .

WSJ1353:21	The statement came after officials said [Bush] :[/PERSON] complained at a private meeting last week that a strict interpretation of a policy requires the [U.S.] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] to notify foreign dictators of certain coup plots .

WSJ1353:22	Lebanon 's Gen. [Aoun] :[/PERSON] placed Christian military forces on alert in case of renewed fighting with Syrian-backed Moslems after [Lebanon] :[/GPE/COUNTRY,/GPE] 's two main Shiite militias rejected an Arab-sponsored peace accord .

WSJ1353:24	rejected Sunday by [Aoun] :[/PERSON] , includes political changes aimed at

WSJ1353:26	[NATO] :[/PERSON] defense ministers are expected to call for a reduction in nuclear forces in [Europe] :[/LOCATION] when the alliance 's nuclear planning group convenes a two-day session today in [Portugal] :[/GPE/COUNTRY,/GPE] .

WSJ1353:27	The ministers are to reshape [NATO] :[/PERSON] 's defenses in [Western Europe] :[/LOCATION] amid fast-paced changes in the Soviet bloc .

WSJ1353:28	[Iran] :[/GPE/COUNTRY,/GPE] 's President [Rafsanjani] :[/PERSON] offered to help gain freedom for Western hostages in Lebanon , but said the assistance was contingent on [U.S.] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] aid in resolving the cases of three Iranians kidnapped in [Lebanon] :[/GPE] in 1982 or the release of frozen Iranian assets .

WSJ1353:29	[Washington] :[/GPE,/GPE/CITY] rejected the bid , saying the hostages were n't linked to other issues .

WSJ1353:30	[PLO] :[/ORGANIZATION] leader [Arafat] :[/PERSON] asked [Egypt] :[/GPE/COUNTRY,/GPE] to seek clarifications from the [U.S.] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] on Secretary of [State] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] [Baker] :[/PERSON] 's plan for [Mideast] :[/LOCATION/REGION,/LOCATION] peace talks , an aide to Egyptian President [Mubarak] :[/PERSON] said .

WSJ1353:31	The official stressed that the [PLO] :[/ORGANIZATION] has n't rejected the five-point formula .

WSJ1353:32	Commonwealth leaders turned to issues ranging from [drugs] :[/SUBSTANCE/DRUG,/SUBSTANCE] to the world economy after [Zimbabwe] :[/GPE/COUNTRY,/GPE] 's President [Mugabe] :[/PERSON] called [Thatcher] :[/PERSON] 's views on [South Africa] :[/GPE/COUNTRY,/GPE] `` despicable . ''

WSJ1353:33	At a meeting in [Malaysia] :[/GPE/COUNTRY,/GPE] , [Australia] :[/GPE/COUNTRY,/GPE] and [Canada] :[/GPE/COUNTRY,/GPE] also assailed the British prime minister for criticizing the 49-nation group 's call for [Pretoria] :[/GPE] to ease apartheid .

WSJ1359:0	The [National Highway Traffic Safety Administration] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] said it will start enforcing stiffer regulations Jan. 31 for so-called gray-market imports of vehicles .

WSJ1359:1	The regulations , required under legislation enacted by [Congress] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] last year , will apply to imports of vehicles that were n't built to meet [U.S.] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] government auto safety standards and were intended for use in [Europe] :[/LOCATION] or elsewhere abroad .

WSJ1359:2	U.S. officials estimated that gray-market imports total about 2,100 units a year , a small part of the more than three million vehicles exported to the [U.S.] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/ORGANIZATION/GOVERNMENT,/LOCATION/REGION,/LOCATION,/LANGUAGE,/FACILITY/HIGHWAY_STREET,/PRODUCT,/PLANT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/ORGANIZATION/CORPORATION,/WORK_OF_ART/BOOK,/ORGANIZATION,/EVENT,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/PRODUCT/WEAPON,/FACILITY,/CONTACT_INFO,/CONTACT_INFO/url,/GPE/STATE_PROVINCE,/PRODUCT/VEHICLE] each year .

WSJ1359:3	According to the [NHTSA] :[/ORGANIZATION] , the new regulations will prohibit anyone other than an importer that has registered with the U.S. government , or a person who has a contract with a registered importer , from permanently importing a vehicle that does n't meet the [U.S.] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/GPE/CITY,/ORGANIZATION/GOVERNMENT,/LOCATION/REGION,/LOCATION,/LANGUAGE,/PRODUCT,/PLANT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/ORGANIZATION/CORPORATION,/WORK_OF_ART/BOOK,/ORGANIZATION,/EVENT,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/PRODUCT/WEAPON,/FACILITY,/GPE/STATE_PROVINCE,/PRODUCT/VEHICLE] auto safety standards .

WSJ1359:4	The registered importer would be required to bring such vehicles into compliance with the U.S. safety standards , compared with the current situation in which anyone can bring in such vehicles and modify them to meet the [U.S.] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/GPE/CITY,/ORGANIZATION/GOVERNMENT,/LOCATION/REGION,/LOCATION,/LANGUAGE,/FACILITY/HIGHWAY_STREET,/PRODUCT,/PLANT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/ORGANIZATION/CORPORATION,/WORK_OF_ART/BOOK,/ORGANIZATION,/EVENT,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/PRODUCT/WEAPON,/FACILITY,/GPE/STATE_PROVINCE,/PRODUCT/VEHICLE] standards .

WSJ1359:5	[Congress] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] tightened auto safety standards for gray-market imports after U.S. auto dealers , including franchised foreign-car dealers , complained that they often were blamed when the second and third buyers of such vehicles found that the cars could n't meet [U.S.] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/GPE/CITY,/ORGANIZATION/GOVERNMENT,/LOCATION/REGION,/LOCATION,/LANGUAGE,/PRODUCT,/PLANT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/ORGANIZATION/CORPORATION,/WORK_OF_ART/BOOK,/ORGANIZATION,/EVENT,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/PRODUCT/WEAPON,/FACILITY,/GPE/STATE_PROVINCE,/PRODUCT/VEHICLE] auto safety standards .

WSJ1361:0	[Archive Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] said it expects to report net income for its fiscal year ended Sept. 29 of a record $ 15 million , or $ 1.15 a share , up 43 % from $ 10.5 million , or 80 cents a share , for the prior year .

WSJ1361:1	The [Costa Mesa] :[/GPE,/GPE/CITY] , [Calif.] :[/GPE,/GPE/STATE_PROVINCE] , maker of computer tape drives also projected record revenue for the year of $ 181 million , up from $ 122.7 million for the previous year .

WSJ1361:2	[Archive] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] attributed the gains to strong demand for its products , continued growth of the reseller market and the acquisition of [Maynard Electronics] :[/PERSON] in February , which accounted for about 14 % of the company 's revenue .

WSJ1364:0	[UNITED AIR] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 'S PARENT quashed any prospects for an immediate revival of the labor-management buy-out , saying [UAL] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] should remain independent for now .

WSJ1364:1	Also , [UAL] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] Chairman [Stephen Wolf] :[/PERSON] pulled out of the buy-out effort to focus on running the company .

WSJ1364:4	The [Dow Jones] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] industrials sank 26.23 points , to 2662.91 .

WSJ1364:7	Even [Drexel] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] is pulling back .

WSJ1364:8	[Santa Fe Pacific] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] plans to sell 20 % of its large real estate unit to a [California] :[/GPE,/GPE/STATE_PROVINCE] pension fund for $ 400 million and spin the rest off to shareholders .

WSJ1364:10	[Time Warner] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] reported a $ 176 million loss for the third quarter , reflecting the cost of the recent merger and a method of accounting for the deal .

WSJ1364:13	[Exxon] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's profit fell 9 % in the third quarter , hurt by sagging results at two of its three main businesses .

WSJ1364:14	[Phillips] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [Arco] :[/ORGANIZATION] posted declines .

WSJ1364:15	[Ashland] :[/GPE] had a loss .

WSJ1364:16	[Amerada Hess] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [Occidental Petroleum] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] had gains .

WSJ1364:17	[Ogilvy] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's chairman , [Kenneth Roman] :[/PERSON] , is leaving to take a top post at [American Express] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] .

WSJ1364:18	His resignation follows a hostile takeover of the ad agency in May by [WPP] :[/ORGANIZATION] of [Britain] :[/GPE/COUNTRY,/GPE] .

WSJ1364:19	The [Justice Department] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] took steps that could restrict the use by prosecutors of criminal racketeering charges against white-collar defendants .

WSJ1364:20	[Shearson] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] was sued by money manager [George Soros] :[/PERSON] , who claimed one of his funds was defrauded out of $ 60 million during stock-index futures trading just after the 1987 crash .
